Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Nov,nizamabad,1.53,budaun,0.77,HIGH
Nov,palakkad,1.53,goalpara,0.77,HIGH
Nov,parbhani,1.53,kallakurichi,0.77,HIGH
Nov,mulugu,1.53,senapati,0.77,HIGH
Nov,chittoor,1.53,nellore,0.77,HIGH
Nov,kathua,1.53,alipurduar,0.77,HIGH
Nov,aizawl,1.53,ramban,0.77,HIGH
Nov,bhopal,1.53,champhai,0.77,HIGH
Nov,aurangabad,1.53,tuensang,0.77,HIGH
Nov,kra daadi,1.53,shivamogga,0.77,HIGH
Nov,mohla-manpur-ambagarh chouki,1.53,west kameng,0.77,HIGH
Nov,shi yomi,1.53,angul,0.77,HIGH
Nov,kota,1.53,hapur,0.77,HIGH
Nov,yavatmal,1.53,narsimhapur,0.77,HIGH
Nov,sheohar,1.53,pudukkottai,0.77,HIGH
Nov,tenkasi,1.53,gautam buddha nagar,0.77,HIGH
Nov,north goa,1.53,panipat,0.77,HIGH
Nov,kachchh,1.53,belagavi,0.77,HIGH
Nov,west singhbhum,1.53,sangareddy,0.77,HIGH
Nov,balasore,1.53,amethi,0.77,HIGH
Nov,jhalawar,1.53,dibrugarh,0.77,HIGH
Nov,kanniyakumari,1.53,karbi anglong,0.77,HIGH
Nov,ghaziabad,1.53,ahmedabad,0.77,HIGH
Nov,kottayam,1.53,kollam,0.77,HIGH
Nov,lakhimpur,1.53,hojai,0.77,HIGH
Nov,shivpuri,1.53,bhandara,0.77,HIGH
Nov,tiruppur,1.53,nandyal,0.77,HIGH
Nov,gariyaband,1.53,charkhi dadri,0.77,HIGH
Nov,raigarh,1.53,chandel,0.77,HIGH
Nov,bikaner,1.53,raigarh,0.77,HIGH
Nov,udham singh nagar,1.53,gadag,0.77,HIGH
Nov,paschim medinipur,1.53,mancherial,0.77,HIGH
Nov,bagalkote,1.53,bastar,0.77,HIGH
Nov,gaurela pendra marwahi,1.53,bhandara,0.77,HIGH
Nov,charaideo,1.53,chandigarh,0.77,HIGH
Nov,aurangabad,1.53,bastar,0.77,HIGH
Nov,dewas,1.53,nawada,0.77,HIGH
Nov,jalandhar,1.53,arwal,0.77,HIGH
Nov,rajanna sircilla,1.53,annamayya,0.77,HIGH
Nov,north middle andaman,1.53,kakinada,0.77,HIGH
Nov,uttarkashi,1.53,shimla,0.77,HIGH
Nov,bhadrak,1.53,sakti,0.77,HIGH
Nov,varanasi,1.53,nagarkurnool,0.77,HIGH
Nov,south west,1.53,mayiladuthurai,0.77,HIGH
Nov,rudraprayag,1.53,kanniyakumari,0.77,HIGH
Nov,kodagu,1.53,harda,0.77,HIGH
Nov,kishanganj,1.53,hardoi,0.77,HIGH
Nov,chamoli,1.53,kishtwar,0.78,HIGH
Nov,balrampur-ramanujganj,1.52,doda,0.78,HIGH
Nov,tirupathur,1.52,samba,0.78,HIGH
Nov,south tripura,1.52,jamui,0.78,HIGH
Nov,kokrajhar,1.52,lunglei,0.78,HIGH
Nov,anantnag,1.52,kendrapara,0.78,HIGH
Nov,ramban,1.52,aurangabad,0.78,HIGH
Nov,rohtak,1.52,surajpur,0.78,HIGH
Nov,siddipet,1.52,champhai,0.78,HIGH
Nov,jhansi,1.52,tirap,0.78,HIGH
Nov,tehri garhwal,1.52,karnal,0.78,HIGH
Nov,bara banki,1.52,mathura,0.78,HIGH
Nov,lahaul and spiti,1.52,sheopur,0.78,HIGH
Nov,nicobar,1.52,west siang,0.78,HIGH
Nov,gir somnath,1.52,tonk,0.78,HIGH
Nov,lalitpur,1.52,amethi,0.78,HIGH
Nov,udalguri,1.52,ballia,0.78,HIGH
Nov,theni,1.52,tikamgarh,0.78,HIGH
Nov,thane,1.52,tenkasi,0.78,HIGH
Nov,tiruppur,1.52,bijapur,0.78,HIGH
Nov,sakti,1.52,mauganj,0.78,HIGH
Nov,goalpara,1.52,south tripura,0.78,HIGH
Nov,muzaffarpur,1.52,bandipora,0.78,HIGH
Nov,bapatla,1.52,hazaribagh,0.78,HIGH
Nov,nayagarh,1.52,buxar,0.78,HIGH
Nov,pathanamthitta,1.52,kulgam,0.78,HIGH
Nov,jhansi,1.52,rohtak,0.78,HIGH
Nov,birbhum,1.52,siaha,0.78,HIGH
Nov,baksa,1.52,siaha,0.78,HIGH
Nov,baran,1.52,nicobar,0.78,HIGH
Nov,buldhana,1.52,sri sathya sai,0.78,HIGH
Nov,new delhi,1.52,south goa,0.78,HIGH
Nov,karaikal,1.52,nashik,0.78,HIGH
Nov,hingoli,1.52,bhiwani,0.78,HIGH
Nov,prakasam,1.52,jagatsinghapur,0.78,HIGH
Nov,darrang,1.52,gautam buddha nagar,0.78,HIGH
Nov,ratnagiri,1.52,purba medinipur,0.78,HIGH
Nov,jajpur,1.52,banswara,0.78,HIGH
Nov,ntr,1.52,alipurduar,0.78,HIGH
Nov,east khasi hills,1.52,uttara kannada,0.78,HIGH
Nov,namchi,1.52,jashpur,0.78,HIGH
Nov,ayodhya,1.52,sri muktsar sahib,0.78,HIGH
Nov,ramgarh,1.52,gonda,0.78,HIGH
Nov,north and middle andaman,1.52,keonjhar,0.78,HIGH
Nov,anantnag,1.52,lakhisarai,0.78,HIGH
Nov,mandsaur,1.52,barmer,0.78,HIGH
Nov,pali,1.52,adilabad,0.78,HIGH
Nov,balodabazar bhatapara,1.52,latehar,0.78,HIGH
Nov,palwal,1.52,anand,0.78,HIGH
Nov,firozabad,1.52,sivasagar,0.78,HIGH
Nov,solan,1.52,salem,0.78,HIGH
Nov,baran,1.52,agar malwa,0.78,HIGH
Nov,bhopal,1.52,peren,0.78,HIGH
Nov,purnia,1.52,dahod,0.78,HIGH
Nov,srikakulam,1.52,datia,0.78,HIGH
Nov,khowai,1.52,khammam,0.78,HIGH
Nov,rayagada,1.52,wardha,0.78,HIGH
Nov,pathankot,1.52,koraput,0.78,HIGH
Nov,haridwar,1.52,cooch behar,0.78,HIGH
Nov,panch mahals,1.52,sangli,0.78,HIGH
Nov,jalandhar,1.52,rajnandgaon,0.78,HIGH
Nov,khairagarh chhuikhadan gandai,1.52,gautam buddha nagar,0.78,HIGH
Nov,karauli,1.52,nizamabad,0.78,HIGH
Nov,cachar,1.52,nirmal,0.78,HIGH
Nov,north tripura,1.52,jajpur,0.78,HIGH
Nov,murshidabad,1.52,kozhikode,0.78,HIGH
Nov,bhind,1.52,solan,0.78,HIGH
Nov,maihar,1.52,barwani,0.78,HIGH
Nov,kargil,1.52,muzaffarpur,0.78,HIGH
Nov,hoshiarpur,1.52,lakshadweep,0.78,HIGH
Nov,alirajpur,1.52,siaha,0.78,HIGH
Nov,sarangarh-bilaigarh,1.52,manendragarh chirmiri bharatpur,0.78,HIGH
Nov,raichur,1.52,west karbi anglong,0.78,HIGH
Nov,kondagaon,1.52,peddapalli,0.78,HIGH
Nov,mauganj,1.52,east singhbhum,0.78,HIGH
Nov,dhamtari,1.52,kakinada,0.78,HIGH
Nov,sawai madhopur,1.52,udupi,0.78,HIGH
Nov,puri,1.52,jalaun,0.78,HIGH
Nov,serchhip,1.52,saran,0.78,HIGH
Nov,lohit,1.52,thoubal,0.78,HIGH
Nov,varanasi,1.52,sheikhpura,0.78,HIGH
Nov,farrukhabad,1.52,ramanathapuram,0.78,HIGH
Nov,north 24 parganas,1.52,anakapalli,0.78,HIGH
Nov,unnao,1.51,khammam,0.78,HIGH
Nov,dausa,1.51,eluru,0.78,HIGH
Nov,sangli,1.51,shahdol,0.78,HIGH
Nov,thrissur,1.51,keonjhar,0.79,HIGH
Nov,rajgarh,1.51,surguja,0.79,HIGH
Nov,panipat,1.51,tenkasi,0.79,HIGH
Nov,palwal,1.51,medak,0.79,HIGH
Nov,chhatrapati sambhajinagar,1.51,morbi,0.79,HIGH
Nov,pilibhit,1.51,krishna,0.79,HIGH
Nov,bharuch,1.51,gadchiroli,0.79,HIGH
Nov,akola,1.51,sirsa,0.79,HIGH
Nov,ratnagiri,1.51,pandhurna,0.79,HIGH
Nov,baran,1.51,saiha,0.79,HIGH
Nov,ganjam,1.51,raigarh,0.79,HIGH
Nov,churachandpur,1.51,etawah,0.79,HIGH
Nov,kushinagar,1.51,sidhi,0.79,HIGH
Nov,howrah,1.51,mokokchung,0.79,HIGH
Nov,ganganagar,1.51,leh,0.79,HIGH
Nov,bengaluru urban,1.51,mahabubabad,0.79,HIGH
Nov,jalore,1.51,wayanad,0.79,HIGH
Nov,mahisagar,1.51,begusarai,0.79,HIGH
Nov,fatehgarh sahib,1.51,chandigarh,0.79,HIGH
Nov,fatehabad,1.51,kaithal,0.79,HIGH
Nov,banswara,1.51,narsimhapur,0.79,HIGH
Nov,west,1.51,raigarh,0.79,HIGH
Nov,gautam buddha nagar,1.51,karaikal,0.79,HIGH
Nov,devbhumi dwarka,1.51,kandhamal,0.79,HIGH
Nov,junagadh,1.51,rewari,0.79,HIGH
Nov,vizianagaram,1.51,rajsamand,0.79,HIGH
Nov,malkangiri,1.51,karnal,0.79,HIGH
Nov,kushinagar,1.51,kiphire,0.79,HIGH
Nov,alirajpur,1.51,jangaon,0.79,HIGH
Nov,korba,1.51,udhampur,0.79,HIGH
Nov,basti,1.51,faridkot,0.79,HIGH
Nov,mandla,1.51,west jaintia hills,0.79,HIGH
Nov,champhai,1.51,sangareddy,0.79,HIGH
Nov,mumbai,1.51,gajapati,0.79,HIGH
Nov,chikkamagaluru,1.51,narayanpet,0.79,HIGH
Nov,wardha,1.51,alappuzha,0.79,HIGH
Nov,rewa,1.51,aurangabad,0.79,HIGH
Nov,mahendragarh,1.51,chandauli,0.79,HIGH
Nov,unakoti,1.51,karimnagar,0.79,HIGH
Nov,godda,1.51,mandya,0.79,HIGH
Nov,fatehpur,1.51,samastipur,0.79,HIGH
Nov,pauri garhwal,1.51,kalahandi,0.79,HIGH
Nov,dholpur,1.51,ludhiana,0.79,HIGH
Nov,hooghly,1.51,kandhamal,0.79,HIGH
Nov,buxar,1.51,bhadrak,0.79,HIGH
Nov,etawah,1.51,jayashankar bhupalpally,0.79,HIGH
Nov,bhind,1.51,kangra,0.79,HIGH
Nov,janjgir-champa,1.51,hanumakonda,0.79,HIGH
Nov,mahabubnagar,1.51,medak,0.79,HIGH
Nov,east,1.51,south west khasi hills,0.79,HIGH
Nov,gwalior,1.51,mansa,0.79,HIGH
Nov,sepahijala,1.51,mulugu,0.79,HIGH
Nov,chitradurga,1.51,mulugu,0.79,HIGH
Nov,vaishali,1.51,aurangabad,0.79,HIGH
Nov,khordha,1.51,dhemaji,0.79,HIGH
Nov,mahasamund,1.51,nalanda,0.79,HIGH
Nov,surendranagar,1.51,chumoukedima,0.79,HIGH
Nov,palamu,1.51,dakshin bastar dantewada,0.79,HIGH
Nov,latur,1.51,sukma,0.79,HIGH
Nov,beed,1.51,shimla,0.79,HIGH
Nov,dhalai,1.51,idukki,0.79,HIGH
Nov,baghpat,1.51,jalpaiguri,0.79,HIGH
Nov,the nilgiris,1.51,ganganagar,0.79,HIGH
Nov,yamunanagar,1.51,rayagada,0.79,HIGH
Nov,dharwad,1.51,medak,0.79,HIGH
Nov,thiruvallur,1.51,cuttack,0.79,HIGH
Nov,kupwara,1.51,kamareddy,0.79,HIGH
Nov,sri sathya sai,1.51,udhampur,0.79,HIGH
Nov,pithoragarh,1.51,gariyaband,0.79,HIGH
Nov,betul,1.51,pratapgarh,0.79,HIGH
Nov,majuli,1.51,hamirpur,0.79,HIGH
Nov,jashpur,1.51,gaurela pendra marwahi,0.79,HIGH
Nov,khagaria,1.51,maihar,0.79,HIGH
Nov,mulugu,1.51,balasore,0.79,HIGH
Nov,rudraprayag,1.51,samastipur,0.79,HIGH
Nov,chitradurga,1.51,haveri,0.79,HIGH
Nov,munger,1.51,araria,0.79,HIGH
Nov,pauri garhwal,1.51,basti,0.79,HIGH
Nov,chhatrapati sambhajinagar,1.51,rohtak,0.79,HIGH
Nov,kurukshetra,1.5,balangir,0.79,HIGH
Nov,peddapalli,1.5,north 24 parganas,0.79,HIGH
Nov,rewari,1.5,dadra and nagar haveli,0.79,HIGH
Nov,dhanbad,1.5,sukma,0.79,HIGH
Nov,jhabua,1.5,bishnupur,0.79,HIGH
Nov,namchi,1.5,khagaria,0.79,HIGH
Nov,jhajjar,1.5,jehanabad,0.79,HIGH
Nov,etawah,1.5,kangra,0.79,HIGH
Nov,koderma,1.5,kadapa,0.79,HIGH
Nov,palnadu,1.5,malerkotla,0.79,HIGH
Nov,kathua,1.5,gopalganj,0.79,HIGH
Nov,kapurthala,1.5,puducherry,0.79,HIGH
Nov,chatra,1.5,balangir,0.79,HIGH
Nov,varanasi,1.5,paschim medinipur,0.79,HIGH
Nov,kannur,1.5,rajkot,0.79,HIGH
Nov,kaushambi,1.5,palwal,0.79,HIGH
Nov,hoshiarpur,1.5,umaria,0.79,HIGH
Nov,baramulla,1.5,jangoan,0.79,HIGH
Nov,tarn taran,1.5,jharsuguda,0.79,HIGH
Nov,pithoragarh,1.5,south 24 parganas,0.79,HIGH
Nov,rayagada,1.5,kulgam,0.79,HIGH
Nov,west godavari,1.5,shahdol,0.79,HIGH
Nov,ferozepur,1.5,chandigarh,0.8,HIGH
Nov,shahjahanpur,1.5,nalanda,0.8,HIGH
Nov,poonch,1.5,bengaluru urban,0.8,HIGH
Nov,west garo hills,1.5,kinnaur,0.8,HIGH
Nov,koderma,1.5,jaunpur,0.8,HIGH
Nov,koderma,1.5,mancherial,0.8,HIGH
Nov,kanniyakumari,1.5,burhanpur,0.8,HIGH
Nov,kaimur bhabua,1.5,barwani,0.8,HIGH
Nov,bhind,1.5,hooghly,0.8,HIGH
Nov,rampur,1.5,palakkad,0.8,HIGH
Nov,sitapur,1.5,dhamtari,0.8,HIGH
Dec,eastern west khasi hills,72.67,jayashankar bhupalapally,0.01,CRITICAL
Dec,eastern west khasi hills,45.11,kumuram bheem asifabad,0.01,CRITICAL
Dec,eastern west khasi hills,14.22,mohla manpur ambagarh chouki,0.02,CRITICAL
Dec,pherzawl,9.0,mohla manpur ambagarh chouki,0.02,CRITICAL
Dec,upper siang,7.66,paschim bardhaman,0.02,CRITICAL
Dec,north garo hills,5.88,bemetara,0.02,CRITICAL
Dec,balotra,5.87,mokokchung,0.02,CRITICAL
Dec,phalodi,5.75,sukma,0.02,CRITICAL
Dec,upper siang,5.75,rajnandgaon,0.02,CRITICAL
Dec,kra daadi,5.62,jangaon,0.02,CRITICAL
Dec,saitual,5.5,barnala,0.02,CRITICAL
Dec,khairagarh-chhuikhadan-gandai,5.33,champhai,0.02,CRITICAL
Dec,shamator,5.23,khairagarh chhuikhadan gandai,0.02,CRITICAL
Dec,didwana kuchaman,5.17,faridkot,0.02,CRITICAL
Dec,salumbar,5.0,tamenglong,0.02,CRITICAL
Dec,mungeli,4.88,west jaintia hills,0.02,CRITICAL
Dec,khairagarh-chhuikhadan-gandai,4.67,changlang,0.02,CRITICAL
Dec,mohla-manpur-ambagarh chouki,4.62,shaheed bhagat singh nagar,0.02,CRITICAL
Dec,konaseema,4.54,balrampur ramanujganj,0.02,CRITICAL
Dec,longleng,4.52,aizawl,0.02,CRITICAL
Dec,pherzawl,4.5,sas nagar,0.02,CRITICAL
Dec,narayanpur,4.25,pathankot,0.02,CRITICAL
Dec,narayanpur,4.22,porbandar,0.02,CRITICAL
Dec,siaha,4.18,shravasti,0.03,CRITICAL
Dec,longleng,4.15,phek,0.03,CRITICAL
Dec,tawang,4.06,jangoan,0.03,CRITICAL
Dec,pherzawl,4.0,north middle andaman,0.03,CRITICAL
Dec,salumbar,4.0,north middle andaman,0.03,CRITICAL
Dec,shamator,4.0,aizawl,0.03,CRITICAL
Dec,khairthal-tijara,4.0,zunheboto,0.03,CRITICAL
Dec,phalodi,4.0,zunheboto,0.03,CRITICAL
Dec,meluri,3.91,east garo hills,0.03,CRITICAL
Dec,mamit,3.87,janjgir-champa,0.03,CRITICAL
Dec,anantnag,3.85,kolasib,0.03,CRITICAL
Dec,lohit,3.84,west kameng,0.03,CRITICAL
Dec,haridwar,3.77,mon,0.03,CRITICAL
Dec,kakching,3.76,bilaspur,0.03,CRITICAL
Dec,west siang,3.75,sarangarh bilaigarh,0.03,CRITICAL
Dec,nainital,3.75,moga,0.03,CRITICAL
Dec,udham singh nagar,3.74,shravasti,0.03,CRITICAL
Dec,gaurela-pendra-marwahi,3.73,uttar bastar kanker,0.03,CRITICAL
Dec,arvalli,3.67,mamit,0.03,CRITICAL
Dec,khairagarh-chhuikhadan-gandai,3.67,ferozepur,0.03,CRITICAL
Dec,salumbar,3.67,kakching,0.03,CRITICAL
Dec,beawar,3.67,mangan,0.03,CRITICAL
Dec,meluri,3.65,mamit,0.03,CRITICAL
Dec,upper siang,3.62,mahbubnagar,0.03,CRITICAL
Dec,deeg,3.62,mon,0.03,CRITICAL
Dec,nicobar,3.6,tuensang,0.03,CRITICAL
Dec,maihar,3.58,dhamtari,0.03,CRITICAL
Dec,west jaintia hills,3.58,shaheed bhagat singh nagar,0.03,CRITICAL
Dec,bajali,3.56,gurdaspur,0.04,CRITICAL
Dec,didwana kuchaman,3.55,champawat,0.04,CRITICAL
Dec,gaurela pendra marwahi,3.54,panipat,0.04,CRITICAL
Dec,east kameng,3.54,peren,0.04,CRITICAL
Dec,ranipet,3.53,gariyaband,0.04,CRITICAL
Dec,mohla manpur ambagarh chouki,3.52,malerkotla,0.04,CRITICAL
Dec,phalodi,3.5,rupnagar,0.04,CRITICAL
Dec,pherzawl,3.5,north and middle andaman,0.04,CRITICAL
Dec,kotputli behror,3.45,namchi,0.04,CRITICAL
Dec,anantnag,3.45,gariyaband,0.04,CRITICAL
Dec,namchi,3.44,east siang,0.04,CRITICAL
Dec,haridwar,3.43,kurukshetra,0.04,CRITICAL
Dec,sukma,3.42,mamit,0.04,CRITICAL
Dec,manendragarh-chirmiri-bharatpur,3.4,dima hasao,0.04,CRITICAL
Dec,korea,3.39,gangtok,0.04,CRITICAL
Dec,khairagarh chhuikhadan gandai,3.39,raigarh,0.04,CRITICAL
Dec,balrampur ramanujganj,3.38,sirsa,0.04,CRITICAL
Dec,west kameng,3.38,south goa,0.04,CRITICAL
Dec,kotputli behror,3.38,sri muktsar sahib,0.04,CRITICAL
Dec,didwana kuchaman,3.37,mansa,0.04,CRITICAL
Dec,surajpur,3.36,malkangiri,0.04,CRITICAL
Dec,khairthal tijara,3.35,barabanki,0.04,CRITICAL
Dec,janjgir champa,3.35,south west garo hills,0.04,CRITICAL
Dec,devbhumi dwarka,3.35,tarn taran,0.04,CRITICAL
Dec,narayanpur,3.35,kaimur (bhabua),0.04,CRITICAL
Dec,nellore,3.34,srikakulam,0.04,CRITICAL
Dec,jiribam,3.33,balodabazar-bhatapara,0.04,CRITICAL
Dec,eastern west khasi hills,3.33,kabeerdham,0.04,CRITICAL
Dec,balotra,3.33,south andaman,0.04,CRITICAL
Dec,bijapur,3.33,kiphire,0.04,CRITICAL
Dec,kalimpong,3.31,tapi,0.04,CRITICAL
Dec,anantnag,3.29,east siang,0.04,CRITICAL
Dec,upper subansiri,3.28,sangrur,0.05,CRITICAL
Dec,sukma,3.28,north garo hills,0.05,CRITICAL
Dec,khairthal tijara,3.28,kolasib,0.05,CRITICAL
Dec,khairagarh chhuikhadan gandai,3.28,lahaul and spiti,0.05,CRITICAL
Dec,mungeli,3.27,rudraprayag,0.05,CRITICAL
Dec,west kameng,3.26,amritsar,0.05,CRITICAL
Dec,lawngtlai,3.26,kabeerdham,0.05,CRITICAL
Dec,malkangiri,3.25,diu,0.05,CRITICAL
Dec,beawar,3.25,amravati,0.05,CRITICAL
Dec,gaurela pendra marwahi,3.25,durg,0.05,CRITICAL
Dec,phalodi,3.25,bishnupur,0.05,CRITICAL
Dec,surajpur,3.24,phek,0.05,CRITICAL
Dec,wokha,3.24,phek,0.05,CRITICAL
Dec,bajali,3.22,balodabazar-bhatapara,0.05,CRITICAL
Dec,siang,3.22,vizianagaram,0.05,CRITICAL
Dec,west jaintia hills,3.22,tamenglong,0.05,CRITICAL
Dec,mungeli,3.21,westsinghbhum,0.05,CRITICAL
Dec,mohla-manpur-ambagarh chouki,3.2,barabanki,0.05,CRITICAL
Dec,balrampur ramanujganj,3.19,kapurthala,0.05,CRITICAL
Dec,kotputli behror,3.19,dima hasao,0.05,CRITICAL
Dec,south east,3.18,south east,0.05,CRITICAL
Dec,south east,3.18,west godavari,0.05,CRITICAL
Dec,ri bhoi,3.17,eluru,0.05,CRITICAL
Dec,balotra,3.17,east jaintia hills,0.05,CRITICAL
Dec,lawngtlai,3.15,east jaintia hills,0.05,CRITICAL
Dec,beawar,3.14,chhotaudepur,0.05,CRITICAL
Dec,sarangarh bilaigarh,3.14,shaheed bhagat singh nagar,0.05,CRITICAL
Dec,kotputli behror,3.12,hoshiarpur,0.05,CRITICAL
Dec,arvalli,3.12,jind,0.05,CRITICAL
Dec,narmada,3.11,sri sathya sai,0.05,CRITICAL
Dec,shamator,3.11,papum pare,0.05,CRITICAL
Dec,shamator,3.11,shimla,0.05,CRITICAL
Dec,shi yomi,3.11,lakhimpur kheri,0.05,CRITICAL
Dec,niuland,3.11,wokha,0.05,CRITICAL
Dec,gaurela pendra marwahi,3.11,champhai,0.05,CRITICAL
Dec,unakoti,3.11,kadapa,0.05,CRITICAL
Dec,tawang,3.11,tawang,0.05,CRITICAL
Dec,beawar,3.1,mansa,0.05,CRITICAL
Dec,bijapur,3.1,jagitial,0.05,CRITICAL
Dec,south east,3.09,east jaintia hills,0.05,CRITICAL
Dec,anantnag,3.08,fatehgarh sahib,0.05,CRITICAL
Dec,ntr,3.07,balod,0.05,CRITICAL
Dec,south east,3.06,krishna,0.05,CRITICAL
Dec,umaria,3.05,peren,0.05,CRITICAL
Dec,raipur,3.05,chumoukedima,0.05,CRITICAL
Dec,dakshin bastar dantewada,3.04,south east,0.05,CRITICAL
Dec,malkangiri,3.04,mahasamund,0.05,CRITICAL
Dec,balrampur ramanujganj,3.04,north middle andaman,0.05,CRITICAL
Dec,balrampur-ramanujganj,3.0,kondagaon,0.05,CRITICAL
Dec,balotra,3.0,uttar bastar kanker,0.06,CRITICAL
Dec,phalodi,3.0,vikarabad,0.06,CRITICAL
Dec,salumbar,3.0,south garo hills,0.06,CRITICAL
Dec,eastern west khasi hills,3.0,mokokchung,0.06,CRITICAL
Dec,phalodi,3.0,sivasagar,0.06,CRITICAL
Dec,saitual,3.0,mokokchung,0.06,CRITICAL
Dec,saitual,3.0,west siang,0.06,CRITICAL
Dec,leparada,3.0,nellore,0.06,CRITICAL
Dec,pherzawl,3.0,mokokchung,0.06,CRITICAL
Dec,narayanpur,2.99,daman,0.06,CRITICAL
Dec,tapi,2.99,gyalshing,0.06,CRITICAL
Dec,surguja,2.98,fatehgarh sahib,0.06,CRITICAL
Dec,uttarkashi,2.98,mahabubabad,0.06,CRITICAL
Dec,korea,2.98,agar malwa,0.06,CRITICAL
Dec,bemetara,2.98,janjgir-champa,0.06,CRITICAL
Dec,west jaintia hills,2.97,khairthal tijara,0.06,CRITICAL
Dec,surguja,2.97,sheikhpura,0.06,CRITICAL
Dec,ramban,2.96,central,0.06,CRITICAL
Dec,upper subansiri,2.96,churachandpur,0.06,CRITICAL
Dec,khairthal tijara,2.94,sangli,0.06,CRITICAL
Dec,balotra,2.93,wardha,0.06,CRITICAL
Dec,banas kantha,2.93,khandwa (east nimar),0.06,CRITICAL
Dec,balodabazar bhatapara,2.93,deeg,0.06,CRITICAL
Dec,east,2.92,south east,0.06,CRITICAL
Dec,beawar,2.92,south garo hills,0.06,CRITICAL
Dec,khairagarh chhuikhadan gandai,2.91,mamit,0.06,CRITICAL
Dec,sukma,2.91,siddipet,0.06,CRITICAL
Dec,balodabazar bhatapara,2.91,barnala,0.06,CRITICAL
Dec,sukma,2.91,aizawl,0.06,CRITICAL
Dec,sarangarh bilaigarh,2.9,kohima,0.06,CRITICAL
Dec,kotputli behror,2.9,bathinda,0.06,CRITICAL
Dec,north and middle andaman,2.9,navsari,0.06,CRITICAL
Dec,shahdol,2.9,chandrapur,0.06,CRITICAL
Dec,mungeli,2.9,kakinada,0.06,CRITICAL
Dec,khairthal tijara,2.9,suryapet,0.06,CRITICAL
Dec,udham singh nagar,2.88,anakapalli,0.06,CRITICAL
Dec,panch mahals,2.88,tawang,0.06,CRITICAL
Dec,kolasib,2.88,namsai,0.06,CRITICAL
Dec,mohla manpur ambagarh chouki,2.87,tawang,0.06,CRITICAL
Dec,porbandar,2.87,sakti,0.06,CRITICAL
Dec,mohla-manpur-ambagarh chouki,2.87,narayanpur,0.06,CRITICAL
Dec,balrampur ramanujganj,2.86,balod,0.06,CRITICAL
Dec,khairagarh-chhuikhadan-gandai,2.86,balodabazar-bhatapara,0.06,CRITICAL
Dec,jamui,2.86,lakhimpur kheri,0.06,CRITICAL
Dec,devbhumi dwarka,2.85,south salmara mancachar,0.06,CRITICAL
Dec,agar malwa,2.85,namsai,0.06,CRITICAL
Dec,bijapur,2.85,jalandhar,0.06,CRITICAL
Dec,khowai,2.84,namchi,0.06,CRITICAL
Dec,ganderbal,2.84,yavatmal,0.06,CRITICAL
Dec,didwana kuchaman,2.84,ratnagiri,0.06,CRITICAL
Dec,mohla manpur ambagarh chouki,2.84,unnao,0.06,CRITICAL
Dec,nainital,2.84,upper subansiri,0.06,CRITICAL
Dec,gir somnath,2.83,nicobar,0.06,CRITICAL
Dec,kabeerdham,2.83,wokha,0.06,CRITICAL
Dec,leh,2.83,kohima,0.06,CRITICAL
Dec,jaisalmer,2.83,kurukshetra,0.06,CRITICAL
Dec,niwari,2.83,chandel,0.06,CRITICAL
Dec,aizawl,2.82,beed,0.06,CRITICAL
Dec,jiribam,2.82,sindhudurg,0.06,CRITICAL
Dec,bijapur,2.82,champhai,0.06,CRITICAL
Dec,dhamtari,2.82,rayagada,0.06,CRITICAL
Dec,didwana kuchaman,2.82,mahisagar,0.06,CRITICAL
Dec,balod,2.81,bishnupur,0.06,CRITICAL
Dec,anakapalli,2.81,kargil,0.06,CRITICAL
Dec,changlang,2.8,west siang,0.06,CRITICAL
Dec,eluru,2.8,malerkotla,0.06,CRITICAL
Dec,kotputli behror,2.8,korba,0.06,CRITICAL
Dec,kra daadi,2.8,chengalpattu,0.06,CRITICAL
Dec,raipur,2.79,janjgir-champa,0.06,CRITICAL
Dec,katni,2.79,east godavari,0.06,CRITICAL
Dec,jogulamba gadwal,2.78,nandyal,0.06,CRITICAL
Dec,didwana kuchaman,2.78,rewari,0.06,CRITICAL
Dec,korea,2.78,sambhal,0.06,CRITICAL
Dec,balotra,2.78,kolasib,0.06,CRITICAL
Dec,mohla manpur ambagarh chouki,2.78,nicobar,0.06,CRITICAL
Dec,jagtial,2.77,bhandara,0.06,CRITICAL
Dec,khowai,2.76,chittoor,0.06,CRITICAL
Dec,surguja,2.76,dangs,0.06,CRITICAL
Dec,shopian,2.76,paschim bardhaman,0.07,CRITICAL
Dec,diu,2.76,surguja,0.07,CRITICAL
Dec,shamator,2.75,udham singh nagar,0.07,CRITICAL
Dec,west kameng,2.75,dangs,0.07,CRITICAL
Dec,niuland,2.75,mulugu,0.07,CRITICAL
Dec,khairagarh-chhuikhadan-gandai,2.75,washim,0.07,CRITICAL
Dec,west kameng,2.75,chamarajanagar,0.07,CRITICAL
Dec,balrampur-ramanujganj,2.74,kaithal,0.07,CRITICAL
Dec,lohit,2.74,gadchiroli,0.07,CRITICAL
Dec,south salmara mancachar,2.73,surguja,0.07,CRITICAL
Dec,khowai,2.73,warangal,0.07,CRITICAL
Dec,mahasamund,2.73,tirupati,0.07,CRITICAL
Dec,patan,2.73,anjaw,0.07,CRITICAL
Dec,jangaon,2.73,lower subansiri,0.07,CRITICAL
Dec,siaha,2.73,karaikal,0.07,CRITICAL
